interview__key,interview__id,ip1,localite,structure,code_ppsp,intitule_ppsp,code_agent,code_interaction,qu1,qu2,qu3,qu4,qu5,qu6,qu7,qu8,qu9,qu10
00000005287,00000000000000000000005287,IP5287,Localite4,Structure12,473,PPSP_473,5,5287,Oui,Oui,Non,Oui,Non,Oui,Oui,Non,Oui,Non
00000005288,00000000000000000000005288,IP5288,Localite4,Structure15,647,PPSP_647,20,5288,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Non,Oui
00000005289,00000000000000000000005289,IP5289,Localite6,Structure16,354,PPSP_354,6,5289,Oui,Oui,Non,Oui,Non,Oui,Non,Non,Non,Non
00000005290,00000000000000000000005290,IP5290,Localite10,Structure19,637,PPSP_637,22,5290,Oui,Oui,Non,Oui,Non,Parfois,Oui,Non,Oui,Oui
00000005291,00000000000000000000005291,IP5291,Localite5,Structure8,641,PPSP_641,8,5291,Oui,Non,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui
00000005292,00000000000000000000005292,IP5292,Localite1,Structure12,658,PPSP_658,24,5292,Oui,Oui,Non,Oui,Non,Parfois,Oui,Non,Non,Non
00000005293,00000000000000000000005293,IP5293,Localite7,Structure20,843,PPSP_843,21,5293,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Oui
00000005294,00000000000000000000005294,IP5294,Localite9,Structure19,842,PPSP_842,3,5294,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Oui,Oui
00000005295,00000000000000000000005295,IP5295,Localite3,Structure10,108,PPSP_108,12,5295,Oui,Oui,Oui,Oui,Oui,Parfois,Non,Non,Oui,Non
00000005296,00000000000000000000005296,IP5296,Localite4,Structure1,161,PPSP_161,15,5296,Oui,Non,Oui,Non,Oui,Oui,Oui,Non,Oui,Oui
00000005297,00000000000000000000005297,IP5297,Localite8,Structure14,465,PPSP_465,23,5297,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui
00000005298,00000000000000000000005298,IP5298,Localite9,Structure17,887,PPSP_887,14,5298,Non,Oui,Oui,Oui,Non,Parfois,Oui,Oui,Non,Oui
00000005299,00000000000000000000005299,IP5299,Localite5,Structure11,377,PPSP_377,16,5299,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui
00000005300,00000000000000000000005300,IP5300,Localite8,Structure15,31,PPSP_31,20,5300,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Oui,Oui
00000005301,00000000000000000000005301,IP5301,Localite4,Structure15,63,PPSP_63,11,5301,Oui,Non,Non,Oui,Oui,Oui,Oui,Non,Non,Non
00000005302,00000000000000000000005302,IP5302,Localite10,Structure17,37,PPSP_37,4,5302,Oui,Non,Oui,Oui,Non,Parfois,Oui,Oui,Oui,Non
00000005303,00000000000000000000005303,IP5303,Localite2,Structure9,837,PPSP_837,15,5303,Oui,Non,Non,Oui,Non,Non,Oui,Non,Oui,Oui
00000005304,00000000000000000000005304,IP5304,Localite2,Structure19,613,PPSP_613,21,5304,Oui,Oui,Oui,Non,Oui,Oui,Oui,Non,Oui,Oui
00000005305,00000000000000000000005305,IP5305,Localite9,Structure16,400,PPSP_400,13,5305,Oui,Non,Non,Oui,Non,Parfois,Non,Non,Non,Oui
00000005306,00000000000000000000005306,IP5306,Localite5,Structure4,772,PPSP_772,7,5306,Oui,Oui,Oui,Non,Oui,Oui,Non,Non,Oui,Non
00000005307,00000000000000000000005307,IP5307,Localite4,Structure17,531,PPSP_531,13,5307,Oui,Oui,Oui,Non,Oui,Oui,Oui,Non,Non,Non
00000005308,00000000000000000000005308,IP5308,Localite7,Structure4,385,PPSP_385,8,5308,Oui,Oui,Oui,Non,Oui,Oui,Oui,Non,Oui,Non
00000005309,00000000000000000000005309,IP5309,Localite8,Structure16,299,PPSP_299,11,5309,Oui,Oui,Non,Non,Oui,Parfois,Oui,Non,Oui,Oui
00000005310,00000000000000000000005310,IP5310,Localite10,Structure11,557,PPSP_557,15,5310,Oui,Oui,Non,Oui,Non,Parfois,Oui,Non,Non,Non
00000005311,00000000000000000000005311,IP5311,Localite9,Structure11,190,PPSP_190,13,5311,Oui,Oui,Pas applicable,Non,Non,Oui,Oui,Non,Non,Oui
00000005312,00000000000000000000005312,IP5312,Localite4,Structure11,791,PPSP_791,19,5312,Oui,Oui,Non,Oui,Oui,Parfois,Oui,Oui,Non,Non
00000005313,00000000000000000000005313,IP5313,Localite1,Structure12,850,PPSP_850,11,5313,Oui,Non,Non,Oui,Oui,Oui,Oui,Non,Non,Oui
00000005314,00000000000000000000005314,IP5314,Localite8,Structure2,524,PPSP_524,6,5314,Oui,Oui,Non,Oui,Non,Oui,Oui,Non,Non,Oui
00000005315,00000000000000000000005315,IP5315,Localite5,Structure10,468,PPSP_468,6,5315,Oui,Oui,Non,Oui,Non,Parfois,Oui,Non,Oui,Oui
00000005316,00000000000000000000005316,IP5316,Localite8,Structure10,27,PPSP_27,13,5316,Oui,Oui,Oui,Non,Oui,Parfois,Oui,Non,Oui,Oui
00000005317,00000000000000000000005317,IP5317,Localite1,Structure7,939,PPSP_939,20,5317,Oui,Non,Non,Oui,Non,Oui,Oui,Non,Oui,Non
00000005318,00000000000000000000005318,IP5318,Localite6,Structure13,316,PPSP_316,9,5318,Oui,Oui,Non,Oui,Oui,Oui,Oui,Non,Non,Non
00000005319,00000000000000000000005319,IP5319,Localite10,Structure20,280,PPSP_280,6,5319,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Oui,Non
00000005320,00000000000000000000005320,IP5320,Localite7,Structure20,198,PPSP_198,15,5320,Oui,Oui,Pas applicable,Oui,Oui,Oui,Oui,Non,Non,Oui
00000005321,00000000000000000000005321,IP5321,Localite8,Structure2,655,PPSP_655,9,5321,Oui,Non,Oui,Non,Oui,Oui,Non,Non,Non,Non
00000005322,00000000000000000000005322,IP5322,Localite5,Structure9,62,PPSP_62,6,5322,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Oui,Oui
00000005323,00000000000000000000005323,IP5323,Localite5,Structure9,733,PPSP_733,16,5323,Oui,Oui,Non,Non,Non,Oui,Oui,Non,Oui,Oui
00000005324,00000000000000000000005324,IP5324,Localite8,Structure11,231,PPSP_231,15,5324,Oui,Oui,Non,Non,Oui,Oui,Oui,Oui,Non,Non
00000005325,00000000000000000000005325,IP5325,Localite7,Structure11,583,PPSP_583,10,5325,Oui,Oui,Oui,Non,Non,Parfois,Oui,Non,Non,Oui
00000005326,00000000000000000000005326,IP5326,Localite8,Structure5,639,PPSP_639,20,5326,Non,Oui,Oui,Oui,Non,Oui,Non,Non,Oui,Oui
00000005327,00000000000000000000005327,IP5327,Localite5,Structure18,194,PPSP_194,17,5327,Non,Oui,Non,Oui,Oui,Oui,Oui,Non,Non,Non
00000005328,00000000000000000000005328,IP5328,Localite9,Structure15,517,PPSP_517,9,5328,Oui,Non,Pas applicable,Oui,Oui,Parfois,Oui,Non,Non,Non
00000005329,00000000000000000000005329,IP5329,Localite2,Structure9,755,PPSP_755,7,5329,Oui,Non,Oui,Oui,Non,Oui,Oui,Non,Oui,Oui
00000005330,00000000000000000000005330,IP5330,Localite2,Structure20,637,PPSP_637,5,5330,Non,Non,Non,Oui,Oui,Oui,Oui,Non,Oui,Oui
00000005331,00000000000000000000005331,IP5331,Localite3,Structure15,604,PPSP_604,10,5331,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui
00000005332,00000000000000000000005332,IP5332,Localite4,Structure8,471,PPSP_471,9,5332,Oui,Oui,Oui,Oui,Oui,Parfois,Oui,Non,Oui,Non
00000005333,00000000000000000000005333,IP5333,Localite9,Structure20,352,PPSP_352,20,5333,Oui,Non,Non,Oui,Oui,Oui,Oui,Non,Oui,Oui
00000005334,00000000000000000000005334,IP5334,Localite10,Structure10,768,PPSP_768,12,5334,Oui,Non,Pas applicable,Oui,Non,Oui,Non,Oui,Non,Non
00000005335,00000000000000000000005335,IP5335,Localite8,Structure9,900,PPSP_900,5,5335,Oui,Non,Non,Non,Non,Oui,Oui,Non,Non,Oui
00000005336,00000000000000000000005336,IP5336,Localite4,Structure16,343,PPSP_343,11,5336,Oui,Oui,Non,Non,Oui,Parfois,Oui,Non,Non,Oui
00000005337,00000000000000000000005337,IP5337,Localite2,Structure18,640,PPSP_640,3,5337,Oui,Oui,Pas applicable,Non,Oui,Oui,Non,Non,Oui,Oui
00000005338,00000000000000000000005338,IP5338,Localite4,Structure8,746,PPSP_746,20,5338,Oui,Non,Oui,Oui,Non,Parfois,Non,Non,Oui,Oui
00000005339,00000000000000000000005339,IP5339,Localite1,Structure14,133,PPSP_133,9,5339,Oui,Non,Non,Non,Oui,Parfois,Oui,Non,Oui,Non
00000005340,00000000000000000000005340,IP5340,Localite9,Structure12,229,PPSP_229,17,5340,Oui,Oui,Non,Non,Oui,Oui,Oui,Non,Non,Non
00000005341,00000000000000000000005341,IP5341,Localite6,Structure7,129,PPSP_129,23,5341,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,Non
00000005342,00000000000000000000005342,IP5342,Localite3,Structure10,398,PPSP_398,23,5342,Oui,Oui,Non,Non,Oui,Oui,Oui,Non,Oui,Non
00000005343,00000000000000000000005343,IP5343,Localite6,Structure9,223,PPSP_223,2,5343,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non
00000005344,00000000000000000000005344,IP5344,Localite2,Structure11,130,PPSP_130,20,5344,Oui,Oui,Non,Oui,Oui,Parfois,Non,Non,Oui,Oui
00000005345,00000000000000000000005345,IP5345,Localite9,Structure15,465,PPSP_465,14,5345,Oui,Non,Oui,Non,Non,Oui,Non,Non,Oui,Oui
00000005346,00000000000000000000005346,IP5346,Localite5,Structure16,570,PPSP_570,6,5346,Oui,Non,Oui,Oui,Oui,Oui,Non,Non,Oui,Non
00000005347,00000000000000000000005347,IP5347,Localite7,Structure5,666,PPSP_666,17,5347,Oui,Oui,Pas applicable,Oui,Non,Parfois,Oui,Oui,Oui,Non
00000005348,00000000000000000000005348,IP5348,Localite8,Structure3,339,PPSP_339,10,5348,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Non,Non
00000005349,00000000000000000000005349,IP5349,Localite2,Structure1,931,PPSP_931,23,5349,Oui,Non,Oui,Oui,Oui,Oui,Non,Non,Oui,Oui
00000005350,00000000000000000000005350,IP5350,Localite10,Structure4,795,PPSP_795,10,5350,Oui,Oui,Oui,Non,Non,Oui,Oui,Non,Non,Oui
00000005351,00000000000000000000005351,IP5351,Localite6,Structure7,601,PPSP_601,18,5351,Oui,Non,Oui,Non,Oui,Oui,Oui,Non,Non,Oui
00000005352,00000000000000000000005352,IP5352,Localite5,Structure1,66,PPSP_66,11,5352,Non,Oui,Non,Oui,Oui,Oui,Oui,Non,Oui,Non
00000005353,00000000000000000000005353,IP5353,Localite3,Structure11,816,PPSP_816,22,5353,Oui,Oui,Non,Oui,Non,Oui,Non,Non,Non,Oui
00000005354,00000000000000000000005354,IP5354,Localite4,Structure4,895,PPSP_895,18,5354,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non
00000005355,00000000000000000000005355,IP5355,Localite10,Structure11,123,PPSP_123,22,5355,Oui,Non,Non,Oui,Non,Oui,Non,Non,Oui,Non
00000005356,00000000000000000000005356,IP5356,Localite7,Structure13,266,PPSP_266,9,5356,Oui,Non,Oui,Non,Non,Parfois,Non,Non,Non,Oui
00000005357,00000000000000000000005357,IP5357,Localite3,Structure1,864,PPSP_864,4,5357,Oui,Non,Oui,Oui,Oui,Parfois,Oui,Non,Non,Non
00000005358,00000000000000000000005358,IP5358,Localite3,Structure17,384,PPSP_384,23,5358,Oui,Non,Oui,Oui,Non,Oui,Oui,Non,Non,Non
00000005359,00000000000000000000005359,IP5359,Localite3,Structure3,219,PPSP_219,16,5359,Oui,Oui,Non,Non,Non,Oui,Oui,Non,Non,Oui
00000005360,00000000000000000000005360,IP5360,Localite4,Structure19,775,PPSP_775,20,5360,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui
00000005361,00000000000000000000005361,IP5361,Localite4,Structure1,464,PPSP_464,18,5361,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Oui,Non
00000005362,00000000000000000000005362,IP5362,Localite7,Structure12,685,PPSP_685,2,5362,Non,Oui,Oui,Oui,Non,Parfois,Oui,Non,Oui,Non
00000005363,00000000000000000000005363,IP5363,Localite6,Structure8,313,PPSP_313,24,5363,Oui,Oui,Oui,Non,Oui,Parfois,Oui,Non,Non,Oui
00000005364,00000000000000000000005364,IP5364,Localite3,Structure7,666,PPSP_666,20,5364,Oui,Oui,Pas applicable,Oui,Oui,Parfois,Oui,Non,Oui,Non
00000005365,00000000000000000000005365,IP5365,Localite4,Structure5,245,PPSP_245,17,5365,Oui,Oui,Oui,Oui,Non,Parfois,Oui,Non,Non,Oui
00000005366,00000000000000000000005366,IP5366,Localite9,Structure16,874,PPSP_874,23,5366,Non,Oui,Oui,Oui,Non,Non,Oui,Non,Oui,Non
00000005367,00000000000000000000005367,IP5367,Localite3,Structure6,752,PPSP_752,16,5367,Oui,Oui,Non,Oui,Oui,Oui,Oui,Non,Oui,Oui
00000005368,00000000000000000000005368,IP5368,Localite2,Structure4,507,PPSP_507,23,5368,Oui,Oui,Non,Oui,Non,Parfois,Oui,Non,Oui,Oui
00000005369,00000000000000000000005369,IP5369,Localite10,Structure2,683,PPSP_683,24,5369,Oui,Non,Oui,Oui,Oui,Oui,Oui,Non,Non,Non
00000005370,00000000000000000000005370,IP5370,Localite3,Structure2,949,PPSP_949,19,5370,Non,Oui,Non,Oui,Oui,Parfois,Non,Non,Oui,Non
00000005371,00000000000000000000005371,IP5371,Localite4,Structure12,23,PPSP_23,3,5371,Oui,Non,Non,Oui,Non,Parfois,Oui,Non,Non,Oui
00000005372,00000000000000000000005372,IP5372,Localite8,Structure7,703,PPSP_703,12,5372,Oui,Oui,Pas applicable,Non,Oui,Oui,Non,Non,Non,Oui
00000005373,00000000000000000000005373,IP5373,Localite5,Structure9,659,PPSP_659,15,5373,Oui,Oui,Non,Oui,Oui,Oui,Non,Non,Oui,Oui
00000005374,00000000000000000000005374,IP5374,Localite6,Structure13,767,PPSP_767,2,5374,Oui,Non,Non,Non,Oui,Oui,Non,Non,Oui,Oui
00000005375,00000000000000000000005375,IP5375,Localite4,Structure19,305,PPSP_305,25,5375,Oui,Oui,Non,Oui,Non,Oui,Oui,Non,Non,Non
00000005376,00000000000000000000005376,IP5376,Localite7,Structure7,745,PPSP_745,22,5376,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Oui,Non
00000005377,00000000000000000000005377,IP5377,Localite10,Structure8,729,PPSP_729,2,5377,Non,Oui,Oui,Non,Oui,Oui,Oui,Non,Oui,Non
00000005378,00000000000000000000005378,IP5378,Localite6,Structure1,412,PPSP_412,1,5378,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Oui,Oui
00000005379,00000000000000000000005379,IP5379,Localite5,Structure13,790,PPSP_790,8,5379,Oui,Oui,Non,Oui,Non,Parfois,Non,Non,Oui,Oui
00000005380,00000000000000000000005380,IP5380,Localite9,Structure10,950,PPSP_950,21,5380,Oui,Oui,Oui,Non,Oui,Oui,Oui,Non,Non,Oui
00000005381,00000000000000000000005381,IP5381,Localite1,Structure12,199,PPSP_199,4,5381,Oui,Non,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non
00000005382,00000000000000000000005382,IP5382,Localite2,Structure19,37,PPSP_37,5,5382,Oui,Non,Non,Non,Non,Oui,Non,Non,Oui,Non
00000005383,00000000000000000000005383,IP5383,Localite5,Structure7,805,PPSP_805,1,5383,Oui,Oui,Non,Oui,Non,Parfois,Oui,Non,Oui,Oui
00000005384,00000000000000000000005384,IP5384,Localite3,Structure9,519,PPSP_519,7,5384,Oui,Non,Non,Oui,Non,Oui,Oui,Oui,Oui,Oui
00000005385,00000000000000000000005385,IP5385,Localite6,Structure9,617,PPSP_617,8,5385,Oui,Non,Non,Oui,Non,Oui,Oui,Non,Non,Oui
00000005386,00000000000000000000005386,IP5386,Localite6,Structure7,611,PPSP_611,24,5386,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui
00000005387,00000000000000000000005387,IP5387,Localite7,Structure17,829,PPSP_829,22,5387,Oui,Non,Oui,Oui,Non,Oui,Oui,Non,Oui,Oui
00000005388,00000000000000000000005388,IP5388,Localite10,Structure10,538,PPSP_538,2,5388,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Oui,Non
00000005389,00000000000000000000005389,IP5389,Localite2,Structure1,76,PPSP_76,10,5389,Oui,Oui,Non,Oui,Non,Oui,Oui,Non,Oui,Oui
00000005390,00000000000000000000005390,IP5390,Localite6,Structure4,746,PPSP_746,14,5390,Oui,Oui,Oui,Non,Non,Parfois,Oui,Non,Oui,Non
00000005391,00000000000000000000005391,IP5391,Localite6,Structure18,555,PPSP_555,5,5391,Oui,Non,Oui,Non,Oui,Oui,Oui,Non,Oui,Oui
00000005392,00000000000000000000005392,IP5392,Localite8,Structure2,527,PPSP_527,7,5392,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Oui,Oui
00000005393,00000000000000000000005393,IP5393,Localite1,Structure5,190,PPSP_190,5,5393,Oui,Oui,Oui,Non,Oui,Oui,Oui,Non,Non,Oui
00000005394,00000000000000000000005394,IP5394,Localite3,Structure19,716,PPSP_716,4,5394,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Non,Oui
00000005395,00000000000000000000005395,IP5395,Localite7,Structure14,60,PPSP_60,2,5395,Oui,Oui,Non,Oui,Non,Parfois,Oui,Non,Oui,Oui
00000005396,00000000000000000000005396,IP5396,Localite8,Structure6,217,PPSP_217,25,5396,Oui,Oui,Non,Oui,Oui,Oui,Non,Non,Non,Oui
00000005397,00000000000000000000005397,IP5397,Localite8,Structure4,640,PPSP_640,5,5397,Oui,Oui,Pas applicable,Non,Non,Oui,Oui,Non,Non,Oui
00000005398,00000000000000000000005398,IP5398,Localite5,Structure9,397,PPSP_397,1,5398,Oui,Oui,Non,Oui,Non,Non,Oui,Non,Oui,Oui
00000005399,00000000000000000000005399,IP5399,Localite4,Structure12,779,PPSP_779,18,5399,Oui,Non,Oui,Non,Non,Oui,Non,Non,Non,Non
00000005400,00000000000000000000005400,IP5400,Localite2,Structure17,223,PPSP_223,11,5400,Oui,Oui,Oui,Oui,Oui,Parfois,Oui,Non,Oui,Oui
00000005401,00000000000000000000005401,IP5401,Localite8,Structure15,783,PPSP_783,9,5401,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Non
00000005402,00000000000000000000005402,IP5402,Localite3,Structure6,474,PPSP_474,22,5402,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui
00000005403,00000000000000000000005403,IP5403,Localite6,Structure13,183,PPSP_183,25,5403,Non,Non,Non,Oui,Non,Oui,Oui,Non,Non,Non
00000005404,00000000000000000000005404,IP5404,Localite10,Structure14,566,PPSP_566,5,5404,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Non,Non
00000005405,00000000000000000000005405,IP5405,Localite5,Structure3,415,PPSP_415,11,5405,Oui,Oui,Oui,Non,Non,Oui,Oui,Non,Oui,Non
00000005406,00000000000000000000005406,IP5406,Localite10,Structure20,964,PPSP_964,17,5406,Oui,Oui,Oui,Non,Oui,Parfois,Oui,Non,Non,Oui
00000005407,00000000000000000000005407,IP5407,Localite4,Structure16,481,PPSP_481,12,5407,Oui,Non,Oui,Non,Oui,Parfois,Oui,Non,Oui,Oui
00000005408,00000000000000000000005408,IP5408,Localite8,Structure15,726,PPSP_726,22,5408,Oui,Oui,Non,Oui,Non,Parfois,Oui,Non,Oui,Oui
00000005409,00000000000000000000005409,IP5409,Localite5,Structure8,1,PPSP_1,6,5409,Non,Oui,Oui,Oui,Non,Parfois,Oui,Non,Oui,Oui
00000005410,00000000000000000000005410,IP5410,Localite4,Structure20,677,PPSP_677,9,5410,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Oui
00000005411,00000000000000000000005411,IP5411,Localite9,Structure16,417,PPSP_417,18,5411,Oui,Oui,Non,Oui,Oui,Oui,Oui,Non,Oui,Oui
00000005412,00000000000000000000005412,IP5412,Localite10,Structure1,200,PPSP_200,4,5412,Oui,Non,Non,Oui,Oui,Parfois,Non,Non,Oui,Non
00000005413,00000000000000000000005413,IP5413,Localite7,Structure14,295,PPSP_295,8,5413,Oui,Non,Non,Non,Oui,Parfois,Non,Non,Non,Non
00000005414,00000000000000000000005414,IP5414,Localite5,Structure2,333,PPSP_333,21,5414,Oui,Oui,Pas applicable,Oui,Oui,Oui,Oui,Oui,Non,Non
00000005415,00000000000000000000005415,IP5415,Localite10,Structure5,75,PPSP_75,12,5415,Oui,Non,Oui,Oui,Non,Oui,Oui,Non,Oui,Oui
00000005416,00000000000000000000005416,IP5416,Localite5,Structure8,971,PPSP_971,5,5416,Oui,Oui,Oui,Oui,Non,Parfois,Non,Non,Oui,Non
00000005417,00000000000000000000005417,IP5417,Localite7,Structure15,904,PPSP_904,6,5417,Oui,Oui,Non,Non,Oui,Oui,Oui,Non,Oui,Non
00000005418,00000000000000000000005418,IP5418,Localite3,Structure12,273,PPSP_273,24,5418,Oui,Non,Oui,Non,Oui,Oui,Oui,Non,Oui,Oui
00000005419,00000000000000000000005419,IP5419,Localite10,Structure20,22,PPSP_22,4,5419,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Oui,Non
00000005420,00000000000000000000005420,IP5420,Localite2,Structure10,268,PPSP_268,2,5420,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui
00000005421,00000000000000000000005421,IP5421,Localite7,Structure6,94,PPSP_94,16,5421,Oui,Oui,Non,Non,Oui,Oui,Oui,Non,Non,Oui
00000005422,00000000000000000000005422,IP5422,Localite2,Structure12,716,PPSP_716,20,5422,Non,Oui,Pas applicable,Oui,Oui,Oui,Non,Non,Non,Oui
00000005423,00000000000000000000005423,IP5423,Localite5,Structure19,887,PPSP_887,24,5423,Oui,Oui,Non,Oui,Oui,Parfois,Oui,Non,Oui,Oui
00000005424,00000000000000000000005424,IP5424,Localite6,Structure19,117,PPSP_117,7,5424,Oui,Non,Non,Non,Oui,Parfois,Oui,Oui,Non,Oui
00000005425,00000000000000000000005425,IP5425,Localite9,Structure7,480,PPSP_480,23,5425,Oui,Non,Oui,Oui,Oui,Parfois,Oui,Non,Oui,Oui
00000005426,00000000000000000000005426,IP5426,Localite4,Structure11,863,PPSP_863,2,5426,Oui,Non,Oui,Non,Oui,Parfois,Oui,Non,Oui,Oui
00000005427,00000000000000000000005427,IP5427,Localite6,Structure2,207,PPSP_207,6,5427,Oui,Non,Oui,Non,Non,Oui,Oui,Non,Non,Oui
00000005428,00000000000000000000005428,IP5428,Localite1,Structure7,357,PPSP_357,24,5428,Oui,Oui,Non,Non,Non,Oui,Oui,Non,Non,Non
00000005429,00000000000000000000005429,IP5429,Localite4,Structure8,353,PPSP_353,20,5429,Non,Oui,Oui,Oui,Non,Parfois,Oui,Non,Oui,Non
00000005430,00000000000000000000005430,IP5430,Localite3,Structure9,117,PPSP_117,24,5430,Oui,Non,Oui,Oui,Oui,Oui,Non,Non,Oui,Oui
00000005431,00000000000000000000005431,IP5431,Localite5,Structure6,446,PPSP_446,3,5431,Oui,Oui,Non,Oui,Oui,Non,Non,Non,Non,Oui
00000005432,00000000000000000000005432,IP5432,Localite4,Structure2,472,PPSP_472,1,5432,Oui,Oui,Non,Non,Oui,Parfois,Oui,Non,Oui,Oui
00000005433,00000000000000000000005433,IP5433,Localite3,Structure8,747,PPSP_747,25,5433,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Non
00000005434,00000000000000000000005434,IP5434,Localite6,Structure7,942,PPSP_942,5,5434,Oui,Oui,Oui,Non,Non,Oui,Oui,Non,Oui,Oui
00000005435,00000000000000000000005435,IP5435,Localite8,Structure15,894,PPSP_894,11,5435,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui
00000005436,00000000000000000000005436,IP5436,Localite1,Structure7,941,PPSP_941,15,5436,Oui,Oui,Non,Oui,Oui,Oui,Non,Non,Oui,Oui
00000005437,00000000000000000000005437,IP5437,Localite5,Structure9,52,PPSP_52,2,5437,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui
00000005438,00000000000000000000005438,IP5438,Localite10,Structure18,649,PPSP_649,5,5438,Oui,Non,Non,Non,Oui,Parfois,Non,Non,Non,Non
00000005439,00000000000000000000005439,IP5439,Localite10,Structure16,778,PPSP_778,5,5439,Non,Non,Oui,Non,Oui,Parfois,Oui,Non,Oui,Oui
00000005440,00000000000000000000005440,IP5440,Localite8,Structure14,648,PPSP_648,21,5440,Oui,Non,Non,Non,Oui,Oui,Oui,Non,Non,Non
00000005441,00000000000000000000005441,IP5441,Localite3,Structure1,957,PPSP_957,15,5441,Oui,Non,Oui,Oui,Oui,Oui,Non,Non,Oui,Oui
00000005442,00000000000000000000005442,IP5442,Localite4,Structure4,395,PPSP_395,21,5442,Oui,Non,Oui,Non,Non,Parfois,Oui,Non,Oui,Oui
00000005443,00000000000000000000005443,IP5443,Localite8,Structure6,233,PPSP_233,3,5443,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Non,Oui
00000005444,00000000000000000000005444,IP5444,Localite3,Structure5,432,PPSP_432,25,5444,Oui,Oui,Non,Oui,Oui,Oui,Non,Oui,Non,Oui
00000005445,00000000000000000000005445,IP5445,Localite3,Structure14,912,PPSP_912,13,5445,Oui,Oui,Oui,Non,Oui,Oui,Oui,Non,Non,Non
00000005446,00000000000000000000005446,IP5446,Localite9,Structure6,215,PPSP_215,3,5446,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui
00000005447,00000000000000000000005447,IP5447,Localite2,Structure16,731,PPSP_731,25,5447,Oui,Oui,Non,Oui,Non,Oui,Oui,Non,Non,Non
00000005448,00000000000000000000005448,IP5448,Localite6,Structure8,835,PPSP_835,10,5448,Oui,Non,Oui,Oui,Non,Oui,Non,Non,Non,Non
00000005449,00000000000000000000005449,IP5449,Localite7,Structure12,719,PPSP_719,12,5449,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Oui
00000005450,00000000000000000000005450,IP5450,Localite5,Structure17,217,PPSP_217,16,5450,Oui,Non,Oui,Oui,Non,Oui,Oui,Oui,Oui,Non
00000005451,00000000000000000000005451,IP5451,Localite8,Structure10,703,PPSP_703,22,5451,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Non,Oui
00000005452,00000000000000000000005452,IP5452,Localite8,Structure19,805,PPSP_805,17,5452,Oui,Non,Oui,Oui,Non,Oui,Non,Non,Oui,Oui
00000005453,00000000000000000000005453,IP5453,Localite6,Structure8,919,PPSP_919,20,5453,Oui,Oui,Oui,Non,Non,Oui,Oui,Non,Oui,Oui
00000005454,00000000000000000000005454,IP5454,Localite3,Structure11,928,PPSP_928,24,5454,Oui,Oui,Non,Non,Non,Parfois,Oui,Non,Non,Oui
00000005455,00000000000000000000005455,IP5455,Localite9,Structure1,427,PPSP_427,2,5455,Non,Oui,Oui,Oui,Non,Oui,Oui,Non,Oui,Non
00000005456,00000000000000000000005456,IP5456,Localite7,Structure4,435,PPSP_435,9,5456,Oui,Non,Non,Oui,Oui,Oui,Oui,Non,Oui,Non
00000005457,00000000000000000000005457,IP5457,Localite10,Structure12,123,PPSP_123,6,5457,Oui,Non,Non,Oui,Oui,Parfois,Oui,Non,Non,Oui
